,Magnitude,Place,Datetime,Depth
20692,4.4,"29 km SW of Tayaman, Philippines",2021-02-01 14:08:11 (UTC),10.0 km
20693,4.2,"72 km N of Colchani, Bolivia",2021-02-01 13:45:57 (UTC),269.5 km
20694,2.7,"67 km SSW of Atka, Alaska",2021-02-01 13:25:28 (UTC),35.0 km
20695,4.3,"6 km N of Moyobamba, Peru",2021-02-01 13:12:14 (UTC),113.3 km
20696,4.9,"17 km SW of Polichnítos, Greece",2021-02-01 13:10:15 (UTC),9.4 km
20697,4.4,"95 km NE of Xinyuan, China",2021-02-01 12:38:40 (UTC),10.0 km
20698,5.2,Pacific-Antarctic Ridge,2021-02-01 11:51:01 (UTC),10.0 km
20699,5.1,Pacific-Antarctic Ridge,2021-02-01 11:48:48 (UTC),10.0 km
20700,4.3,"97 km W of San Antonio de los Cobres, Argentina",2021-02-01 11:13:35 (UTC),175.7 km
20701,4.6,"249 km SSE of ‘Ohonua, Tonga",2021-02-01 11:04:30 (UTC),10.0 km
20702,4.4,"184 km SSE of Sarangani, Philippines",2021-02-01 10:09:35 (UTC),30.2 km
20703,2.7,"9 km SE of La Parguera, Puerto Rico",2021-02-01 09:48:48 (UTC),8.0 km
20704,4.4,"161 km W of Umatac Village, Guam",2021-02-01 09:08:04 (UTC),189.9 km
20705,5.2,"11 km SW of Polichnítos, Greece",2021-02-01 08:35:18 (UTC),10.0 km
20706,4.6,"79 km E of Namie, Japan",2021-02-01 08:34:45 (UTC),34.9 km
20707,2.7,"62 km SE of Denali National Park, Alaska",2021-02-01 08:31:31 (UTC),127.0 km
20708,3.3,"247 km SE of Chiniak, Alaska",2021-02-01 08:19:02 (UTC),10.0 km
20709,4.6,northern Mid-Atlantic Ridge,2021-02-01 07:43:08 (UTC),10.0 km
20710,2.9,"39 km SW of Nikolski, Alaska",2021-02-01 07:38:24 (UTC),68.9 km
20738,4.4,"22 km SSW of Polichnítos, Greece",2021-02-01 06:34:10 (UTC),10.0 km
20739,4.8,"23 km SW of Polichnítos, Greece",2021-02-01 06:00:05 (UTC),10.0 km
20740,4.8,"28 km SW of Polichnítos, Greece",2021-02-01 05:47:52 (UTC),10.0 km
20741,4.8,"16 km SW of Polichnítos, Greece",2021-02-01 05:46:52 (UTC),10.0 km
20742,4.3,"118 km S of K?h Sef?d, Iran",2021-02-01 05:43:02 (UTC),10.0 km
20743,4.5,"185 km SE of Sarangani, Philippines",2021-02-01 05:31:49 (UTC),49.0 km
20744,5.1,South Sandwich Islands region,2021-02-01 05:19:59 (UTC),71.8 km
20745,4.0,"15 km SW of Polichnítos, Greece",2021-02-01 05:03:24 (UTC),10.0 km
20746,2.7,"25 km N of Snyder, Texas",2021-02-01 04:52:38 (UTC),5.0 km
20747,2.6,Alaska Peninsula,2021-02-01 04:32:55 (UTC),34.8 km
20748,4.2,north of Svalbard,2021-02-01 04:26:27 (UTC),10.0 km
20749,2.9,"126 km SSE of Sand Point, Alaska",2021-02-01 04:23:47 (UTC),28.3 km
20750,3.5,"16km E of Ocotillo, CA",2021-02-01 04:18:48 (UTC),11.3 km
20751,4.3,"20 km NNW of La Serena, Chile",2021-02-01 03:56:16 (UTC),40.0 km
20752,3.2,Alaska Peninsula,2021-02-01 03:47:20 (UTC),32.9 km
20753,2.6,"11 km N of Midland, Texas",2021-02-01 02:45:20 (UTC),5.0 km
20754,3.5,"81 km NNE of Luquillo, Puerto Rico",2021-02-01 01:59:25 (UTC),25.0 km
20755,4.3,"39 km ESE of Nkhata Bay, Malawi",2021-02-01 01:29:06 (UTC),10.0 km
20756,4.4,"105 km SE of Ishigaki, Japan",2021-02-01 01:26:29 (UTC),10.0 km
20757,3.1,"55 km S of Whites City, New Mexico",2021-02-01 00:58:55 (UTC),6.9 km
20758,3.4,"44 km N of Charlotte Amalie, U.S. Virgin Islands",2021-02-01 00:51:02 (UTC),22.0 km
20759,4.6,Kermadec Islands region,2021-02-01 00:12:47 (UTC),63.0 km
20760,2.6,"13km WNW of Calipatria, CA",2021-02-01 00:12:40 (UTC),5.5 km
20761,2.8,"94 km SE of False Pass, Alaska",2021-02-01 00:03:42 (UTC),23.3 km
20762,4.7,"29 km SW of Villa Basilio Nievas, Argentina",2021-01-31 23:20:49 (UTC),17.3 km
20763,4.1,Fiji region,2021-01-31 23:08:17 (UTC),426.7 km
20764,4.7,"103 km SW of Basco, Philippines",2021-01-31 22:54:19 (UTC),46.7 km
20765,2.7,"2 km W of P?hala, Hawaii",2021-01-31 22:23:17 (UTC),35.3 km
20766,4.9,"114 km N of M?n?b, Iran",2021-01-31 22:06:00 (UTC),10.0 km
20767,4.0,"184 km ENE of Olonkinbyen, Svalbard and Jan Mayen",2021-01-31 21:51:14 (UTC),10.0 km
20768,3.6,"76 km NNE of Luquillo, Puerto Rico",2021-01-31 21:34:54 (UTC),46.0 km
20769,3.3,"78 km NNE of Luquillo, Puerto Rico",2021-01-31 21:26:30 (UTC),30.0 km
20770,3.5,"82 km N of Culebra, Puerto Rico",2021-01-31 21:14:31 (UTC),28.0 km
20771,4.3,"99 km SE of Pondaguitan, Philippines",2021-01-31 20:57:55 (UTC),18.7 km
20772,4.2,"69 km SE of Pondaguitan, Philippines",2021-01-31 20:54:42 (UTC),75.5 km
20773,3.2,"75 km NNE of Luquillo, Puerto Rico",2021-01-31 20:50:37 (UTC),24.0 km
20774,2.6,"14km WNW of Calipatria, CA",2021-01-31 20:42:01 (UTC),5.1 km
20775,3.2,"76 km NNE of Luquillo, Puerto Rico",2021-01-31 20:19:19 (UTC),37.0 km
20776,4.1,"52 km NE of Yairipok, India",2021-01-31 20:04:24 (UTC),47.4 km
20777,2.6,"34 km NW of Stanley, Idaho",2021-01-31 20:02:18 (UTC),10.4 km
20778,4.7,"198 km SE of Sarangani, Philippines",2021-01-31 19:58:35 (UTC),36.1 km
20779,2.7,"34 km NW of Stanley, Idaho",2021-01-31 19:52:34 (UTC),10.9 km
20780,5.5,"82 km SSE of Lethem, Guyana",2021-01-31 19:05:14 (UTC),5.2 km
20781,3.0,"Mining Explosion 23 km ESE of Wright, Wyoming",2021-01-31 18:55:06 (UTC),0.0 km
20782,3.6,"76 km NNE of Luquillo, Puerto Rico",2021-01-31 18:51:09 (UTC),51.0 km
20783,3.4,"72 km NNE of Luquillo, Puerto Rico",2021-01-31 18:19:16 (UTC),46.0 km
20811,3.4,"83 km NNE of Luquillo, Puerto Rico",2021-01-31 18:09:43 (UTC),25.0 km
20812,3.5,"86 km NNE of Luquillo, Puerto Rico",2021-01-31 17:59:08 (UTC),24.0 km
20813,3.0,"72 km NNE of Luquillo, Puerto Rico",2021-01-31 17:33:19 (UTC),66.0 km
20814,4.6,"234 km S of Banjar, Indonesia",2021-01-31 16:42:37 (UTC),10.0 km
20815,2.5,"27 km SSE of Mina, Nevada",2021-01-31 16:26:21 (UTC),0.0 km
20816,4.1,"143 km SSE of Alo, Wallis and Futuna",2021-01-31 16:22:11 (UTC),405.3 km
20817,4.6,South Sandwich Islands region,2021-01-31 16:10:12 (UTC),35.0 km
20818,4.9,"111 km NNE of Bandar Abbas, Iran",2021-01-31 16:04:33 (UTC),10.0 km
20819,2.6,"23 km S of Glacier View, Alaska",2021-01-31 16:03:28 (UTC),25.5 km
20820,4.9,"Volcano Islands, Japan region",2021-01-31 15:51:49 (UTC),132.5 km
20821,4.5,"283 km E of Levuka, Fiji",2021-01-31 15:50:10 (UTC),522.9 km
20822,3.0,"5 km SW of Tallaboa, Puerto Rico",2021-01-31 15:14:16 (UTC),7.0 km
20823,4.4,"291 km W of Tual, Indonesia",2021-01-31 14:53:34 (UTC),180.2 km
20824,4.1,"149 km N of Calama, Chile",2021-01-31 14:41:05 (UTC),126.7 km
20825,2.9,"2 km WSW of La Parguera, Puerto Rico",2021-01-31 14:31:57 (UTC),7.0 km
20826,2.5,"7 km S of Guánica, Puerto Rico",2021-01-31 13:41:21 (UTC),15.0 km
20827,2.7,"74 km SE of Unalaska, Alaska",2021-01-31 13:29:11 (UTC),35.0 km
20828,4.2,Carlsberg Ridge,2021-01-31 13:21:11 (UTC),10.0 km
20829,3.1,"68 km WSW of Adak, Alaska",2021-01-31 12:13:50 (UTC),68.3 km
20830,4.4,"37 km S of Mamuju, Indonesia",2021-01-31 12:13:10 (UTC),10.0 km
20831,4.0,"Volcano Islands, Japan region",2021-01-31 11:48:46 (UTC),213.6 km
20832,4.4,South Sandwich Islands region,2021-01-31 11:15:51 (UTC),49.9 km
20833,5.3,"112 km E of Tual, Indonesia",2021-01-31 09:44:41 (UTC),10.0 km
20834,2.6,"5 km SSE of Indios, Puerto Rico",2021-01-31 09:35:55 (UTC),14.0 km
20835,4.8,"116 km E of Tual, Indonesia",2021-01-31 09:28:50 (UTC),10.0 km
20836,2.6,"14km SSE of Willows, CA",2021-01-31 09:20:24 (UTC),26.1 km
20837,4.3,off the east coast of the North Island of New Zealand,2021-01-31 08:59:04 (UTC),35.0 km
20838,2.6,"55 km SW of Kaktovik, Alaska",2021-01-31 08:58:27 (UTC),8.5 km
20839,3.2,"5 km SW of Stella, Puerto Rico",2021-01-31 08:42:12 (UTC),120.0 km
20840,2.5,"105 km SSE of Sand Point, Alaska",2021-01-31 07:45:09 (UTC),26.1 km
20841,3.3,"116 km SSE of Sand Point, Alaska",2021-01-31 05:26:44 (UTC),24.4 km
20842,2.7,"116 km SSE of Sand Point, Alaska",2021-01-31 05:23:19 (UTC),20.1 km
20843,5.0,Mariana Islands region,2021-01-31 05:11:02 (UTC),10.0 km
20844,4.2,"2 km NNW of Adlay, Philippines",2021-01-31 05:02:44 (UTC),71.1 km
20845,4.9,"61 km W of San Antonio de los Cobres, Argentina",2021-01-31 03:59:26 (UTC),170.9 km
20846,2.5,"14 km NW of Stanley, Idaho",2021-01-31 03:47:31 (UTC),10.0 km
20847,2.8,"138 km SW of Adak, Alaska",2021-01-31 03:25:22 (UTC),35.0 km
20848,4.4,"17 km SSE of Luganville, Vanuatu",2021-01-31 02:30:06 (UTC),35.0 km
20849,2.5,"97 km SE of Akutan, Alaska",2021-01-31 02:21:29 (UTC),35.0 km
20850,4.6,south of the Fiji Islands,2021-01-31 01:33:03 (UTC),527.3 km
20851,4.4,Mid-Indian Ridge,2021-01-31 01:16:58 (UTC),10.0 km
20852,3.0,"230 km S of Sand Point, Alaska",2021-01-31 01:00:19 (UTC),10.0 km
20853,4.3,south of the Fiji Islands,2021-01-31 00:53:29 (UTC),523.4 km
20854,4.9,"34 km ENE of Bacolod, Philippines",2021-01-31 00:34:14 (UTC),18.2 km
20855,3.1,"132 km SW of Nikolski, Alaska",2021-01-31 00:01:27 (UTC),26.9 km
20856,2.5,"56 km S of Whites City, New Mexico",2021-01-30 23:11:46 (UTC),6.0 km
20884,2.5,"121 km SSE of Sand Point, Alaska",2021-01-30 23:05:19 (UTC),24.5 km
20885,2.5,"56 km S of Whites City, New Mexico",2021-01-30 22:47:39 (UTC),6.0 km
20886,2.8,"34 km ENE of Kivalina, Alaska",2021-01-30 22:09:14 (UTC),10.4 km
20887,2.8,"98 km SSE of King Cove, Alaska",2021-01-30 20:11:00 (UTC),20.4 km
20888,3.2,"Mining Explosion 17 km E of Wright, Wyoming",2021-01-30 20:01:38 (UTC),0.0 km
20889,4.2,"221 km NE of Lospalos, Timor Leste",2021-01-30 19:43:01 (UTC),151.9 km
20890,2.5,"32 km W of Atka, Alaska",2021-01-30 19:37:31 (UTC),208.1 km
20891,4.4,"186 km SE of Pondaguitan, Philippines",2021-01-30 19:16:43 (UTC),120.1 km
20892,2.9,"65 km ESE of King Cove, Alaska",2021-01-30 19:12:25 (UTC),65.3 km
20893,4.4,"81 km SSW of Lata, Solomon Islands",2021-01-30 19:08:13 (UTC),10.0 km
20894,2.8,"8 km SSE of Guánica, Puerto Rico",2021-01-30 18:40:59 (UTC),14.0 km
20895,2.7,"117 km SSE of Sand Point, Alaska",2021-01-30 18:26:15 (UTC),20.5 km
20896,4.0,"97 km WSW of Cabra, Philippines",2021-01-30 18:15:34 (UTC),10.0 km
20897,2.6,"2 km SSW of Guánica, Puerto Rico",2021-01-30 17:59:32 (UTC),10.0 km
20898,2.7,"117 km SSE of Sand Point, Alaska",2021-01-30 17:56:24 (UTC),21.3 km
20899,3.4,"76 km SSE of Akutan, Alaska",2021-01-30 17:50:17 (UTC),35.0 km
20900,4.2,"31 km N of K?sh, Iran",2021-01-30 17:23:27 (UTC),10.0 km
20901,4.4,Indian Ocean Triple Junction,2021-01-30 17:13:28 (UTC),10.0 km
20902,2.6,"3 km SW of Guánica, Puerto Rico",2021-01-30 17:09:35 (UTC),6.0 km
20903,5.0,"109 km SE of Tondano, Indonesia",2021-01-30 17:00:58 (UTC),57.1 km
20904,2.7,"16km E of Ocotillo, CA",2021-01-30 16:10:51 (UTC),10.1 km
20905,2.8,"83 km ESE of Sand Point, Alaska",2021-01-30 15:54:26 (UTC),10.5 km
20906,4.5,"42 km WSW of Gizo, Solomon Islands",2021-01-30 15:39:39 (UTC),10.0 km
20907,5.0,South Shetland Islands,2021-01-30 15:36:50 (UTC),10.0 km
20908,2.5,"5 km SSE of Maria Antonia, Puerto Rico",2021-01-30 15:09:49 (UTC),13.0 km
20909,2.6,"113 km SSE of Sand Point, Alaska",2021-01-30 14:42:31 (UTC),19.6 km
20910,4.3,"135 km S of Pundong, Indonesia",2021-01-30 14:34:56 (UTC),57.0 km
20911,4.6,Kuril Islands,2021-01-30 14:19:28 (UTC),106.9 km
20912,4.5,"117 km NE of Finschhafen, Papua New Guinea",2021-01-30 13:29:26 (UTC),134.8 km
20913,5.2,"35 km NW of Iquique, Chile",2021-01-30 13:24:59 (UTC),58.5 km
20914,4.3,"56 km NNE of La Serena, Chile",2021-01-30 13:16:12 (UTC),57.8 km
20915,2.5,"74 km NW of Yakutat, Alaska",2021-01-30 12:53:07 (UTC),12.1 km
20916,4.4,Kuril Islands,2021-01-30 12:50:45 (UTC),160.2 km
20917,2.7,"98 km SSE of Sand Point, Alaska",2021-01-30 12:41:51 (UTC),21.1 km
20918,3.3,"47 km ESE of Nikolski, Alaska",2021-01-30 12:09:45 (UTC),35.0 km
20919,4.6,southeast Indian Ridge,2021-01-30 11:45:54 (UTC),10.0 km
20920,2.5,"30 km SSE of Mina, Nevada",2021-01-30 11:17:29 (UTC),0.8 km
20921,4.9,"84 km SSE of Bengkulu, Indonesia",2021-01-30 10:52:31 (UTC),54.9 km
20922,4.5,Chagos Archipelago region,2021-01-30 10:49:11 (UTC),10.0 km
20923,4.5,"164 km NW of Gorontalo, Indonesia",2021-01-30 09:50:05 (UTC),481.0 km
20924,4.2,"143 km SE of Lata, Solomon Islands",2021-01-30 09:31:47 (UTC),39.4 km
20925,3.4,"56 km S of Whites City, New Mexico",2021-01-30 09:10:29 (UTC),5.0 km
20926,4.3,"61 km NNE of Meulaboh, Indonesia",2021-01-30 09:06:44 (UTC),10.0 km
20927,5.3,"Komandorskiye Ostrova, Russia region",2021-01-30 08:35:16 (UTC),19.2 km
20928,4.5,"57 km SSE of Palca, Peru",2021-01-30 08:22:05 (UTC),116.8 km
20929,3.1,"186 km WSW of Pistol River, Oregon",2021-01-30 08:17:09 (UTC),10.9 km
20957,2.9,"134 km WSW of Port Orford, Oregon",2021-01-30 08:06:02 (UTC),10.0 km
20958,4.4,"35 km SW of Sarangani, Philippines",2021-01-30 07:29:21 (UTC),10.0 km
20959,2.6,"54 km S of Whites City, New Mexico",2021-01-30 07:13:46 (UTC),5.0 km
20960,4.5,"155 km SSE of Lata, Solomon Islands",2021-01-30 07:09:12 (UTC),35.0 km
20961,2.7,"243 km WSW of Adak, Alaska",2021-01-30 06:43:32 (UTC),21.4 km
20962,4.6,"25 km W of Güiria, Venezuela",2021-01-30 05:44:53 (UTC),103.8 km
20963,4.9,"55 km S of Intipucá, El Salvador",2021-01-30 05:35:28 (UTC),69.4 km
20964,5.3,"56 km ENE of Amahai, Indonesia",2021-01-30 05:17:24 (UTC),9.3 km
20965,4.5,"71 km NE of Amahai, Indonesia",2021-01-30 05:17:15 (UTC),10.0 km
20966,2.8,"37 km NE of Sand Point, Alaska",2021-01-30 05:14:52 (UTC),80.2 km
20967,2.9,"168 km WSW of Port Orford, Oregon",2021-01-30 04:51:53 (UTC),10.0 km
20968,5.0,South Shetland Islands,2021-01-30 04:19:23 (UTC),10.0 km
20969,2.5,"6 km SSW of Indios, Puerto Rico",2021-01-30 03:37:05 (UTC),10.0 km
20970,3.2,"60 km NNE of Punta Cana, Dominican Republic",2021-01-30 03:26:53 (UTC),32.0 km
20971,4.8,"26 km NNW of Loreto, Philippines",2021-01-30 03:12:57 (UTC),10.0 km
20972,2.6,"7 km SSE of Maria Antonia, Puerto Rico",2021-01-30 02:59:41 (UTC),15.0 km
20973,3.1,"6 km S of Indios, Puerto Rico",2021-01-30 02:53:38 (UTC),9.0 km
20974,4.6,"131 km NW of Naze, Japan",2021-01-30 01:25:52 (UTC),10.0 km
20975,4.2,"50 km WNW of La Ligua, Chile",2021-01-30 00:51:38 (UTC),56.7 km
20976,4.0,"270 km N of Saipan, Northern Mariana Islands",2021-01-29 23:53:22 (UTC),211.2 km
20977,2.5,"20km ESE of Little Lake, CA",2021-01-29 23:46:29 (UTC),2.5 km
20978,2.6,"6 km S of Indios, Puerto Rico",2021-01-29 23:44:58 (UTC),13.0 km
20979,4.6,"77 km NNE of Yigo Village, Guam",2021-01-29 22:33:50 (UTC),108.2 km
20980,3.2,"168 km NNW of Nikolski, Alaska",2021-01-29 22:28:27 (UTC),20.4 km
20981,2.6,"85 km SE of King Cove, Alaska",2021-01-29 21:11:54 (UTC),29.1 km
20982,2.9,"Mining Explosion 9 km SW of Colstrip, Montana",2021-01-29 20:43:48 (UTC),0.0 km
20983,4.1,"43 km E of Palora, Ecuador",2021-01-29 20:20:39 (UTC),170.4 km
20984,3.4,"36 km E of Atka, Alaska",2021-01-29 20:12:51 (UTC),13.9 km
20985,5.7,northwest of Australia,2021-01-29 19:47:55 (UTC),10.0 km
20986,4.6,"169 km NW of Tobelo, Indonesia",2021-01-29 19:31:29 (UTC),21.0 km
20987,4.6,"7 km NNE of Cubará, Colombia",2021-01-29 19:23:38 (UTC),24.4 km
20988,3.2,"21 km N of P?hala, Hawaii",2021-01-29 19:10:06 (UTC),8.1 km
20989,2.7,"22 km SE of El Negro, Puerto Rico",2021-01-29 18:52:35 (UTC),7.0 km
20990,4.2,null,2021-01-29 18:27:52 (UTC),39.8 km
20991,2.5,"Andreanof Islands, Aleutian Islands, Alaska",2021-01-29 17:57:21 (UTC),41.1 km
20992,3.2,"21 km SSE of Honaunau-Napoopoo, Hawaii",2021-01-29 16:33:43 (UTC),9.2 km
20993,3.1,"21 km SSE of Honaunau-Napoopoo, Hawaii",2021-01-29 16:30:12 (UTC),8.9 km
20994,2.7,"36 km NNW of Toyah, Texas",2021-01-29 16:23:07 (UTC),7.1 km
20995,4.6,southeast Indian Ridge,2021-01-29 15:57:02 (UTC),10.0 km
20996,4.4,South Shetland Islands,2021-01-29 15:12:45 (UTC),10.0 km
20997,4.2,"39 km SSW of Pýrgos, Greece",2021-01-29 14:32:59 (UTC),10.0 km
20998,4.9,southwestern Atlantic Ocean,2021-01-29 14:11:26 (UTC),10.0 km
20999,5.4,South Shetland Islands,2021-01-29 14:10:39 (UTC),10.0 km
21000,4.3,"198 km SW of Ambon, Indonesia",2021-01-29 14:10:21 (UTC),420.2 km
21001,4.6,"84 km NNW of Finschhafen, Papua New Guinea",2021-01-29 14:01:15 (UTC),127.8 km
21002,2.5,"8km SSW of Kelseyville, CA",2021-01-29 14:00:02 (UTC),4.5 km
21030,4.7,South Shetland Islands,2021-01-29 13:54:38 (UTC),10.0 km
21031,3.9,"Pagan region, Northern Mariana Islands",2021-01-29 13:36:17 (UTC),379.7 km
21032,2.9,"75 km NW of Yakutat, Alaska",2021-01-29 13:34:16 (UTC),13.9 km
21033,4.1,"75 km NNW of Ende, Indonesia",2021-01-29 13:29:10 (UTC),238.9 km
21034,2.5,"79 km SE of Sand Point, Alaska",2021-01-29 13:27:39 (UTC),10.4 km
21035,4.7,"16 km NW of Limones, Panama",2021-01-29 13:23:25 (UTC),10.0 km
21036,5.5,"12 km WSW of Puerto Armuelles, Panama",2021-01-29 13:14:44 (UTC),10.0 km
21037,3.0,"8km SSW of Kelseyville, CA",2021-01-29 13:00:08 (UTC),5.0 km
21038,5.7,"12 km SW of Puerto Armuelles, Panama",2021-01-29 12:41:38 (UTC),8.0 km
21039,2.6,"44 km E of Yakutat, Alaska",2021-01-29 12:16:19 (UTC),6.2 km
21040,2.5,"6 km SSW of Indios, Puerto Rico",2021-01-29 12:03:18 (UTC),11.0 km
21041,3.0,"133 km SSE of Sand Point, Alaska",2021-01-29 11:42:29 (UTC),27.2 km
21042,4.2,Kuril Islands,2021-01-29 11:42:23 (UTC),165.6 km
21043,4.9,"15 km W of Puerto Armuelles, Panama",2021-01-29 11:23:29 (UTC),12.8 km
21044,2.9,"6 km S of Guánica, Puerto Rico",2021-01-29 11:18:00 (UTC),3.0 km
21045,3.0,"158 km SSE of Akutan, Alaska",2021-01-29 11:03:54 (UTC),26.7 km
21046,4.6,"249 km N of Saipan, Northern Mariana Islands",2021-01-29 10:58:29 (UTC),112.9 km
21047,4.7,Kermadec Islands region,2021-01-29 10:40:57 (UTC),198.5 km
21048,4.1,"141 km WNW of Corral, Chile",2021-01-29 10:13:03 (UTC),10.0 km
21049,2.5,"2 km SW of Indios, Puerto Rico",2021-01-29 09:58:08 (UTC),13.0 km
21050,4.1,"18 km NW of Cuesta Blanca, Argentina",2021-01-29 09:43:12 (UTC),10.0 km
21051,4.3,South Shetland Islands,2021-01-29 08:29:39 (UTC),10.0 km
21052,2.5,"40 km NNW of Beluga, Alaska",2021-01-29 07:58:45 (UTC),87.0 km
21053,2.6,"61 km S of Shungnak, Alaska",2021-01-29 07:54:25 (UTC),4.1 km
21054,4.1,"8 km S of Yoshino-ch?, Japan",2021-01-29 07:19:03 (UTC),383.1 km
21055,2.5,"25 km SW of Coyanosa, Texas",2021-01-29 07:15:25 (UTC),2.7 km
21056,3.8,"35 km S of King Salmon, Alaska",2021-01-29 06:33:26 (UTC),205.4 km
21057,2.9,"6 km W of Point MacKenzie, Alaska",2021-01-29 06:31:14 (UTC),40.0 km
21058,2.9,"71 km SE of Adak, Alaska",2021-01-29 06:13:18 (UTC),35.0 km
21059,5.0,"66 km SW of Buala, Solomon Islands",2021-01-29 05:52:29 (UTC),128.8 km
21060,2.9,"20 km E of Beluga, Alaska",2021-01-29 05:18:56 (UTC),12.3 km
21061,5.0,"9 km NE of Harrison, Philippines",2021-01-29 05:12:23 (UTC),43.3 km
21062,4.8,"9 km NE of Harrison, Philippines",2021-01-29 05:08:14 (UTC),54.5 km
21063,2.9,"30 km SE of Mina, Nevada",2021-01-29 04:07:18 (UTC),9.2 km
21064,3.3,"93 km NE of Punta Cana, Dominican Republic",2021-01-29 03:39:57 (UTC),54.0 km
21065,2.5,"6 km SSW of Tallaboa, Puerto Rico",2021-01-29 03:21:24 (UTC),8.0 km
21066,3.4,"90 km W of Blowing Point Village, Anguilla",2021-01-29 03:00:58 (UTC),82.0 km
21067,3.2,"2 km SSE of Point MacKenzie, Alaska",2021-01-29 02:47:02 (UTC),49.0 km
21068,3.2,"13km ENE of Ridgecrest, CA",2021-01-29 02:25:04 (UTC),8.3 km
21069,4.2,"116 km WSW of Nikolski, Alaska",2021-01-29 01:48:51 (UTC),43.7 km
21070,3.0,"204 km SE of Attu Station, Alaska",2021-01-29 01:40:38 (UTC),35.0 km
21071,3.5,Mona Passage,2021-01-29 01:36:00 (UTC),45.0 km
21072,4.6,"136 km WSW of Port-Vila, Vanuatu",2021-01-29 01:13:15 (UTC),10.0 km
21073,3.7,"138 km SSE of Sand Point, Alaska",2021-01-29 00:16:06 (UTC),23.9 km
21074,4.2,"134 km WNW of Ancud, Chile",2021-01-29 00:01:38 (UTC),10.0 km
21075,2.7,"21 km WNW of Stanley, Idaho",2021-01-28 23:27:50 (UTC),13.1 km
21103,3.5,"25 km E of Susitna North, Alaska",2021-01-28 22:42:52 (UTC),38.9 km
21104,4.1,Fiji region,2021-01-28 22:39:42 (UTC),618.5 km
21105,4.2,"103 km W of Buala, Solomon Islands",2021-01-28 21:52:36 (UTC),98.5 km
21106,2.7,"9 km SSE of Maria Antonia, Puerto Rico",2021-01-28 20:48:06 (UTC),16.0 km
21107,4.6,"37 km ESE of Ichinohe, Japan",2021-01-28 19:24:26 (UTC),69.2 km
21108,2.5,"11 km NNE of Odessa, Texas",2021-01-28 19:09:21 (UTC),2.5 km
21109,4.6,"84 km ENE of Shikotan, Russia",2021-01-28 18:51:50 (UTC),67.5 km
21110,4.3,"2 km NW of Santafé, Spain",2021-01-28 18:49:49 (UTC),10.0 km
21111,4.4,"116 km SW of Bam, Iran",2021-01-28 18:40:13 (UTC),10.0 km
21112,2.8,"76 km SW of False Pass, Alaska",2021-01-28 18:32:19 (UTC),10.0 km
21113,4.3,"65 km ESE of Iwaki, Japan",2021-01-28 18:24:08 (UTC),39.4 km
21114,3.1,"Mining Explosion 3 km N of Mountain Iron, Minnesota",2021-01-28 18:18:48 (UTC),0.0 km
21115,4.5,"248 km E of Levuka, Fiji",2021-01-28 17:52:34 (UTC),599.4 km
21116,4.6,"60 km NE of ?uraabad, Azerbaijan",2021-01-28 17:06:26 (UTC),35.0 km
21117,4.6,"77 km WSW of Haveluloto, Tonga",2021-01-28 16:49:35 (UTC),140.6 km
21118,4.0,"100 km SSE of Sand Point, Alaska",2021-01-28 16:45:52 (UTC),33.6 km
21119,2.8,"62 km NNW of San Antonio, Puerto Rico",2021-01-28 15:58:10 (UTC),6.0 km
21120,4.1,"6 km SSW of Nogliki, Russia",2021-01-28 15:50:16 (UTC),10.0 km
21121,4.3,"24 km W of Levuka, Fiji",2021-01-28 14:58:43 (UTC),555.0 km
21122,2.6,"19 km SE of Emajagua, Puerto Rico",2021-01-28 14:28:34 (UTC),14.0 km
21123,2.9,"4 km WSW of Guánica, Puerto Rico",2021-01-28 12:43:04 (UTC),7.0 km
21124,4.5,"153 km SSW of Padang, Indonesia",2021-01-28 12:03:23 (UTC),10.0 km
21125,2.6,"17 km SSE of Port Heiden, Alaska",2021-01-28 10:43:39 (UTC),7.7 km
21126,4.9,"42 km SSW of Champerico, Guatemala",2021-01-28 10:38:44 (UTC),33.4 km
21127,3.2,"81 km WSW of Nikolski, Alaska",2021-01-28 09:50:29 (UTC),70.0 km
21128,2.8,"77 km SE of Chignik, Alaska",2021-01-28 09:23:13 (UTC),9.1 km
21129,4.3,south of the Fiji Islands,2021-01-28 09:05:23 (UTC),455.2 km
21130,4.3,"25 km SW of Totoral, Bolivia",2021-01-28 08:21:02 (UTC),258.0 km
21131,3.9,"247 km ESE of Attu Station, Alaska",2021-01-28 08:07:41 (UTC),11.8 km
21132,4.7,"216 km SE of Pondaguitan, Philippines",2021-01-28 07:57:12 (UTC),126.7 km
21133,2.6,"6 km E of La Parguera, Puerto Rico",2021-01-28 07:50:10 (UTC),6.0 km
21134,4.4,"38 km SSE of Azn?, Iran",2021-01-28 07:44:34 (UTC),10.0 km
21135,4.6,"64 km E of Donggang, Taiwan",2021-01-28 07:29:32 (UTC),9.2 km
21136,4.4,"36 km SSE of Azn?, Iran",2021-01-28 07:24:42 (UTC),10.0 km
21137,3.4,"91 km SW of Adak, Alaska",2021-01-28 07:15:31 (UTC),23.5 km
21138,3.4,"43 km SSE of Perryville, Alaska",2021-01-28 06:46:30 (UTC),14.7 km
21139,2.6,"111 km SSE of Sand Point, Alaska",2021-01-28 06:36:14 (UTC),27.0 km
21140,2.6,"10km SW of Niland, CA",2021-01-28 06:26:58 (UTC),4.9 km
